workbook_record_id,year,title,author_list,venue,engine,citation_count,h5_index,mean_citation,quartile,quality_signal_available,screening_status,source_sheet
3436,2025,predicting next phases of multi-stage network attacks: a comparative study of statistical and deep-learning models,severín a.; canales c.; torres r.; roudergue c.; salas r.,lecture notes in computer science,scopus,0,,,Q2,quartile,excluded,excluded
3441,2025,a robust security detection strategy for next generation iot networks,assmi h.; guezzaz a.; benkirane s.; azrour m.; jabbour s.; innab n.; alabdulatif a.,"computers, materials and continua",scopus,0,,,Q2,quartile,excluded,excluded
3444,2025,prevention of attacks on spanning tree protocol,adhikari m.s.; gupta r.; raj d.; astya r.; ather d.; agrawal a.,lecture notes in networks and systems,scopus,0,,,Q4,quartile,excluded,excluded
3446,2025,application of multidimensional data analysis in network intrusion detection system,xin j.,international journal of high speed electronics and systems,scopus,0,,,Q4,quartile,excluded,excluded
3449,2025,federated learning based intrusion detection system for healthcare domain,talha reyaz m.a.; vanitha v.; rajathi n.,lecture notes in electrical engineering,scopus,0,,,Q4,quartile,excluded,excluded
3452,2025,"wgan-dl-ids: an efficient framework for intrusion detection system using wgan, random forest, and deep learning approaches",gul s.; arshad s.; saeed s.m.u.; akram a.; azam m.a.,computers,scopus,1,,inf,Q2,quartile,excluded,excluded
3454,2025,uarc:unsupervised anomalous traffic detection with improved u-shaped autoencoder and retnet based multi-clustering,xie y.; chen k.; li s.; li b.; zhang n.,lecture notes in computer science,scopus,0,,,Q2,quartile,excluded,excluded
3455,2025,xi2s-ids: an explainable intelligent 2-stage intrusion detection system,mahmoud m.m.; youssef y.o.; abdel-hamid a.a.,future internet,scopus,3,,inf,Q2,quartile,excluded,excluded
3456,2025,uad-dpl: an unknown encrypted attack detection method based on deep prototype learning,chen l.-c.; gao s.; liu b.-x.; zhang x.-y.,lecture notes in computer science,scopus,0,,,Q2,quartile,excluded,excluded
3458,2025,artificial bee colony optimization techniques' utilization for intrusion detection systems' analysis,tokgoz e.,ieee international conference on ai in cybersecurity (icaic),scopus,0,0,,,h5-index,excluded,excluded
3459,2025,enhancing open-set recognition with global feature representation,ping g.,lecture notes in computer science,scopus,0,,,Q2,quartile,excluded,excluded
3461,2025,federated learning-based misbehavior classification system for vanet intrusion detection,gurjar d.; grover j.; kheterpal v.; vasilakos a.,journal of intelligent information systems,scopus,1,,inf,Q2,quartile,excluded,excluded
3464,2025,role of explainable artificial intelligence approaches in cybersecurity,bawane n.; nandan d.,lecture notes in electrical engineering,scopus,0,,,Q4,quartile,excluded,excluded
3467,2024,overcoming class imbalance in network intrusion detection: a gaussian mixture model and adasyn augmented deep learning framework,chen x.; gong z.; huang d.; jiang n.; zhang y.,acm international conference proceeding series,scopus,1,,1,-,quartile,excluded,excluded
3468,2024,performance analysis of anomaly-based network intrusion detection using feature selection and machine learning techniques,seniaray s.; jindal r.,wireless personal communications,scopus,4,,4,Q2,quartile,excluded,excluded
3471,2025,sc-wgan: gan-based oversampling method for network intrusion detection,bai w.; wang k.; chen k.; li s.; li b.; zhang n.,lecture notes in computer science,scopus,0,,,Q2,quartile,excluded,excluded
3472,2024,srfe: a stepwise recursive feature elimination approach for network intrusion detection systems,qasem a.a.; qutqut m.h.; alhaj f.; kitana a.,peer-to-peer networking and applications,scopus,2,,2,Q2,quartile,excluded,excluded
3473,2025,classify me correctly if you can: evaluating adversarial machine learning threats in nids,rusch n.; akbarfam a.j.; maleki h.; agrawal g.; dorai g.,"lecture notes of the institute for computer sciences, social-informatics and telecommunications engineering",scopus,0,,,Q4,quartile,excluded,excluded
3475,2024,vqcnn: variational quantum convolutional neural networks based on quantum filters and fully connected layers,qi h.; wang j.; cui y.,computer journal,scopus,1,,1,Q2,quartile,excluded,excluded
3476,2024,unraveling the potential: a systematic review and performance evaluation of data-driven network anomaly detection techniques,sharma n.; arora b.,international journal of pattern recognition and artificial intelligence,scopus,0,,0,Q3,quartile,excluded,excluded
3478,2024,an improved federated transfer learning model for intrusion detection in edge computing empowered wireless sensor networks,raja l.; sakthi g.; vimalnath s.; subramaniam g.,concurrency computation practice and experience,scopus,2,,2,Q2,quartile,excluded,excluded
3479,2024,a systematic study of adversarial attacks against network intrusion detection systems,sharma s.; chen z.,electronics (switzerland),scopus,0,,0,Q2,quartile,excluded,excluded
3484,2024,a hybrid approach for efficient feature selection in anomaly intrusion detection for iot networks,ayad a.g.; sakr n.a.; hikal n.a.,journal of supercomputing,scopus,12,,12,Q2,quartile,excluded,excluded
3485,2024,research on intrusion detection model based on optimized bayesian edge network,deng c.; shi h.; guo x.,acm international conference proceeding series,scopus,0,,0,-,quartile,excluded,excluded
3486,2024,leveraging optuna for hyperparameter tuning in gans: a novel solution for class imbalance in iot datasets,mouiti m.; el hariri a.; lazaar m.,engineering research express,scopus,1,,1,Q3,quartile,excluded,excluded
3487,2024,"exploring machine learning methods for intrusion detection system: a deep dive into techniques, datasets, and persistent challenges",basha s.j.; veeraiah d.; lingamgunta s.,journal of theoretical and applied information technology,scopus,0,,0,Q4,quartile,excluded,excluded
3492,2024,enhancing iot network security using feature selection for intrusion detection systems,almohaimeed m.; albalwy f.,applied sciences (switzerland),scopus,1,,1,Q2,quartile,excluded,excluded
3494,2024,enhancing intrusion detection in next-generation networks based on a multi-agent game-theoretic framework,lakshminarayana s.k.; basarkod p.i.,iaes international journal of artificial intelligence,scopus,17,,17,Q3,quartile,excluded,excluded
3495,2024,enhancing intrusion detection systems with dimensionality reduction and multi-stacking ensemble techniques,alsaffar a.m.; nouri-baygi m.; zolbanin h.,algorithms,scopus,1,,1,Q2,quartile,excluded,excluded
3499,2024,dualad: dual adversarial network for image anomaly detection⋆,wan y.; feng a.,iet computer vision,scopus,0,,0,Q3,quartile,excluded,excluded
3502,2024,building an intrusion detection system on unsw-nb15: reducing the margin of error to deal with data overlap and imbalance,zoghi z.; serpen g.,concurrency computation practice and experience,scopus,0,,0,Q2,quartile,excluded,excluded
3506,2024,federated learning-assisted coati deep learning-based model for intrusion detection in manet,hussain s.f.m.; fathima s.m.h.s.s.,international journal of computational intelligence systems,scopus,0,,0,Q2,quartile,excluded,excluded
3507,2024,machine learning-based methodologies for cyber-attacks and network traffic monitoring: a review and insights,genuario f.; santoro g.; giliberti m.; bello s.; zazzera e.; impedovo d.,information (switzerland),scopus,1,,1,Q2,quartile,excluded,excluded
3509,2024,a novel reinforcement learning-based hybrid intrusion detection system on fog-to-cloud computing,najafli s.; toroghi haghighat a.; karasfi b.,journal of supercomputing,scopus,3,,3,Q2,quartile,excluded,excluded
3515,2024,novel multi-class network intrusion detection mechanism combining rus and gan with dynamically adjusted data balancing strategy,fong j.-y.; wang c.-h.,journal of information science and engineering,scopus,0,,0,Q3,quartile,excluded,excluded
3516,2024,a comprehensive classification approach by integrating principal component analysis and support vector machines for advanced intrusion detection systems,pavithra c.; saradha m.,sn computer science,scopus,0,,0,Q2,quartile,excluded,excluded
3517,2025,lightweight intrusion detection for iot systems using artificial neural networks,saleh r.a.a.; al-awami l.; ghaleb m.; abudaqa a.a.,"lecture notes of the institute for computer sciences, social-informatics and telecommunications engineering",scopus,0,,,Q4,quartile,excluded,excluded
3520,2024,improved robust adversarial model against evasion attacks on intrusion detection systems,anaedevha r.n.; trofimov a.g.,optical memory and neural networks (information optics),scopus,0,,0,Q4,quartile,excluded,excluded
3521,2024,deep reinforcement learning-based adversarial attack and defense in industrial control systems,kim m.-s.,mathematics,scopus,0,,0,Q2,quartile,excluded,excluded
3522,2024,intrusion detection framework for can networks based on evidence deep learning; [基于证据深度学习的 can 网络入侵检测框架],shi q.; li z.; cheng t.; zhang q.; wang w.,qiche gongcheng/automotive engineering,scopus,0,,0,Q3,quartile,excluded,excluded
3523,2024,data mining approach for evil twin attack identification in wi-fi networks,banakh r.; nyemkova e.; justice c.; piskozub a.; lakh y.,data,scopus,0,,0,Q2,quartile,excluded,excluded
3524,2024,an intrusion detection mechanism for wireless sensor networks in smart environments using self attention generative adversarial capsule network,kumaran t.s.; muruganandham a.; sobya d.; mathapati m.,"journal of circuits, systems and computers",scopus,0,,0,Q3,quartile,excluded,excluded
3525,2024,extreme learning with projection relational algebraic secured data transmission for big cloud data,sakthivel g.; madhubala p.,concurrency computation practice and experience,scopus,0,,0,Q2,quartile,excluded,excluded
3526,2025,development of a machine learning model for enhancing the security of the internet of things (iot) system,raminenei k.; gupta v.; durgam t.; kapila d.,lecture notes in electrical engineering,scopus,0,,,Q4,quartile,excluded,excluded
3528,2024,post-hoc categorization based on explainable ai and reinforcement learning for improved intrusion detection,larriva-novo x.; pérez miguel l.; villagra v.a.; álvarez-campana m.; sanchez-zas c.; jover ó.,applied sciences (switzerland),scopus,0,,0,Q2,quartile,excluded,excluded
3529,2024,ossiot: an ontology-based operational security model for social internet of things using machine learning techniques,kumar k.s.s.; hanumanthappa j.; prakash s.p.s.; krinkin k.,iaeng international journal of computer science,scopus,0,,0,Q3,quartile,excluded,excluded
3530,2024,cddn: a concept drift driven virtual network attack detection framework in hypervisor-based environment,singh a.; kothari g.; mishra p.,acm international conference proceeding series,scopus,0,,0,-,quartile,excluded,excluded
3536,2024,"intrusion detection in cluster-based wireless sensor networks: current issues, opportunities and future research directions",john a.; isnin i.f.b.; hamid hussain madni s.; faheem m.,iet wireless sensor systems,scopus,0,,0,Q2,quartile,excluded,excluded
3537,2024,feddan: federated learning with distillation and adapter net model using in intrusion detection system,han p.; zhou s.; chen g.; lian y.,acm international conference proceeding series,scopus,0,,0,-,quartile,excluded,excluded
3538,2024,re-evaluating deep learning attacks and defenses in cybersecurity systems,ahmed m.; alasad q.; yuan j.-s.; alawad m.,big data and cognitive computing,scopus,0,,0,Q2,quartile,excluded,excluded
3539,2024,towards securing smart homes: a systematic literature review of malware detection techniques and recommended prevention approach,alshamsi o.; shaalan k.; butt u.,information (switzerland),scopus,8,,8,Q2,quartile,excluded,excluded
3541,2024,mitigation of adversarial attacks in 5g networks with a robust intrusion detection system based on extremely randomized trees and infinite feature selection,baldini g.,electronics (switzerland),scopus,0,,0,Q2,quartile,excluded,excluded
3543,2024,design and implementation of a machine learning-based network intrusion detection system,lisong s.; peng w.; weitao w.; lei l.; jiale c.,acm international conference proceeding series,scopus,0,,0,-,quartile,excluded,excluded
3544,2024,optimisation of machine learning based data mining methods for network intrusion detection,li m.; li z.; liu c.; chen w.; ma c.,acm international conference proceeding series,scopus,2,,2,-,quartile,excluded,excluded
3547,2024,deep learning-enhanced cluster head optimization for intrusion detection in wireless sensor networks,awad a.s.; khalaf m.; alsaadi m.,ingenierie des systemes d'information,scopus,1,,1,Q4,quartile,excluded,excluded
3550,2024,an unsupervised approach for the detection of zero-day distributed denial of service attacks in internet of things networks,roopak m.; parkinson s.; tian g.y.; ran y.; khan s.; chandrasekaran b.,iet networks,scopus,2,,2,Q3,quartile,excluded,excluded
3551,2024,reinventing web security: an enhanced cycle-consistent generative adversarial network approach to intrusion detection,fang m.; wang y.; yang l.; wu h.; yin z.; liu x.; xie z.; kong z.,electronics (switzerland),scopus,0,,0,Q2,quartile,excluded,excluded
3553,2024,adversarial learning-augmented incremental intrusion detection system; [对抗学习辅助增强的增量式入侵检测系统],wu x.; jin z.; chen x.; liu k.,harbin gongye daxue xuebao/journal of harbin institute of technology,scopus,-1,,-1,Q3,quartile,excluded,excluded
3554,2024,smart intrusion detection system with balanced data in iomt infra,umamaheswaran s.; mannan j.m.; raghunath k.m.k.; dharmarajlu s.m.; anuratha m.d.,journal of intelligent and fuzzy systems,scopus,4,,4,Q2,quartile,excluded,excluded
3555,2024,enhancing network attack detection across infrastructures: an automatic labeling method and deep learning model with an attention mechanism,vu d.-m.; la t.h.; nguyen g.b.; huh e.-n.; tran h.h.,iet communications,scopus,1,,1,Q2,quartile,excluded,excluded
3556,2024,an effective intrusion detection system for edge computing using convnext and resnet152v2,balusa v.s.; srinivas k.,international journal of computational intelligence and applications,scopus,1,,1,Q3,quartile,excluded,excluded
3557,2024,enhancing iot security: a novel approach with federated learning and differential privacy integration,karimy a.u.; reddy p.c.,international journal of computer networks and communications,scopus,100,,100,Q4,quartile,excluded,excluded
3559,2024,"advancing ddos attack detection with hybrid deep learning: integrating convolutional neural networks, pca, and vision transformers",shaikh j.; syed t.a.; shah s.a.; jan s.; ain q.u.; singh p.k.,international journal on smart sensing and intelligent systems,scopus,1,,1,Q3,quartile,excluded,excluded
3561,2024,enhanced security for iot networks: a hybrid optimized learning model for intrusion classification,rajarajan s.; kavitha m.g.,sadhana - academy proceedings in engineering sciences,scopus,2,,2,Q2,quartile,excluded,excluded
3562,2024,a recombination generative adversarial network for intrusion detection,luo h.; wan l.,international journal of applied mathematics and computer science,scopus,2,,2,Q2,quartile,excluded,excluded
3563,2024,using hybrid deep learning approach to enhanced network intrusion detection with spatial-temporal feature integration,stephan j.j.; mohammed m.q.,ingenierie des systemes d'information,scopus,0,,0,Q4,quartile,excluded,excluded
3564,2024,a modified cnn-ids model for enhancing the efficacy of intrusion detection system,abed r.a.; hamza e.k.; humaidi a.j.,measurement: sensors,scopus,14,,14,Q3,quartile,excluded,excluded
3566,2024,adversarial attacks on network intrusion detection systems using flow containers,liu t.-j.,computer journal,scopus,0,,0,Q2,quartile,excluded,excluded
3567,2024,conflict-driven learning scheme for multi-agent based intrusion detection in internet of things,attluri d.b.; prabhakara s.,international journal of electrical and computer engineering,scopus,0,,0,Q3,quartile,excluded,excluded
3568,2024,enhancing internet of things network security through an ensemble-learning approach,el hajla s.; ennaji e.m.; maleh y.; mounir s.,acm international conference proceeding series,scopus,1,,1,-,quartile,excluded,excluded
3569,2024,automated federated learning-based adversarial attack and defence in industrial control systems,zeng g.-q.; shao j.-m.; lu k.-d.; geng g.-g.; weng j.,iet cyber-systems and robotics,scopus,6,,6,Q2,quartile,excluded,excluded
3572,2024,an edge-enabled virtual honeypot based intrusion detection system for vehicle-to-everything (v2x) security using machine learning,thangam s.; chakkaravarthy s.s.,iaeng international journal of computer science,scopus,0,,0,Q3,quartile,excluded,excluded
3573,2024,research on network flow anomaly identification and detection model based on deep learning,wan y.; zhang d.; liu z.,acm international conference proceeding series,scopus,1,,1,-,quartile,excluded,excluded
3575,2024,network intrusion detection using combined deep learning models: literature survey and future research directions,idrissi h.k.; kartit a.,iaeng international journal of computer science,scopus,5,,5,Q3,quartile,excluded,excluded
3578,2024,rap-densenet framework for network attack detection and classification,silivery a.k.; rao k.r.m.; kumar s.l.k.,journal of information and knowledge management,scopus,2,,2,Q2,quartile,excluded,excluded
3581,2024,enhancing iot security through malware classification with hybrid deep learning model generative adversarial network and deep belief network (hcagan_dbn),jeyalakshmi v.s.; nallaperumal k.,journal of theoretical and applied information technology,scopus,0,,0,Q4,quartile,excluded,excluded
3582,2024,intrusion detection method based on memory module and filtered generative adversarial network,zhang h.; liang y.; lan j.; zhao q.,jisuanji gongcheng/computer engineering,scopus,20,,20,Q4,quartile,excluded,excluded
3583,2024,comparative analysis of deep convolutional neural network—bidirectional long short-term memory and machine learning methods in intrusion detection systems,udurume m.; shakhov v.; koo i.,applied sciences (switzerland),scopus,10,,10,Q2,quartile,excluded,excluded
3585,2024,real-time intrusion detection in power grids using deep learning: ensuring dpu data security,xiao m.; zhou q.; zhang z.; yin j.,hightech and innovation journal,scopus,3,,3,Q2,quartile,excluded,excluded
3588,2024,attention-driven transfer learning model for improved iot intrusion detection,abdelhamid s.; hegazy i.; aref m.; roushdy m.,big data and cognitive computing,scopus,4,,4,Q2,quartile,excluded,excluded
3591,2024,exploiting smartphone defence: a novel adversarial malware dataset and approach for adversarial malware detection,kim t.h.; krichen m.; alamro m.a.; mihoub a.; avelino sampedro g.; abbas s.,peer-to-peer networking and applications,scopus,1,,1,Q2,quartile,excluded,excluded
3592,2024,"enhancing security in vehicular ad hoc networks: a novel approach using dsfla, sacvaegan, and oaef",desanamukula v.s.; gunapriya b.; janardhan m.; gundu v.; rahman s.z.; anandhi r.j.; vatambeti r.,journal of integrated science and technology,scopus,1,,1,Q3,quartile,excluded,excluded
3593,2024,defence against adversarial attacks on iot detection systems using deep belief network,sharipuddin; winanto e.a.,indonesian journal of electrical engineering and computer science,scopus,23,,23,Q3,quartile,excluded,excluded
3594,2024,amplification methods to promote the attacks against machine learning-based intrusion detection systems,zhang s.; xu y.; zhang x.; xie x.,applied intelligence,scopus,2,,2,Q2,quartile,excluded,excluded
3596,2024,research on data enhancement methods of began-based intrusion detection in automotive can networks; [基于 began 的汽车 can 网络入侵检测数据增强方法研究],wang x.; liu p.; zhao j.; fan k.; li l.,qiche gongcheng/automotive engineering,scopus,0,,0,Q3,quartile,excluded,excluded
3597,2024,improved minority attack detection in intrusion detection system using efficient feature selection algorithms,rejimol robinson r.r.; anagha madhav k.p.; thomas c.,expert systems,scopus,1,,1,Q2,quartile,excluded,excluded
3599,2024,deep reinforcement learning for accurate anomaly detection in multi-cloud environment,chaudhary a.; nalini sunil m.; tiwaskar s.a.; vijayalakshmi v.j.; sharma s.; senthurya s.,global conference on communications and information technologies (gccit),scopus,0,0,0,,h5-index,excluded,excluded
3600,2024,cybersecurity intrusion detection techniques using stack ensemble machine learning,jain v.; sharma a.; malik r.,ieee international conference on blockchain and distributed systems security (icbds),scopus,0,6,0,,h5-index,excluded,excluded
3601,2024,towards an unsupervised reward function for a deep reinforcement learning based intrusion detection system,saghrouchni b.; mouel f.l.; szanto b.,cyber security in networking conference (csnet),scopus,0,12,0,,h5-index,excluded,excluded
3604,2024,detecting insider threats in cybersecurity using machine learning,manikandan s.p.; ashok kumar k.; harsha vardhan t.s.; thanigaivel g.; venkataramanaiah b.; vijaya vardan reddy s.p.,international conference on iot based control networks and intelligent systems (icicnis),scopus,0,0,0,,h5-index,excluded,excluded
3613,2024,intrusion detection mechanism using deep learning,ananthi p.; nirmaladevi k.; naveen kumar s.,international conference on iot based control networks and intelligent systems (icicnis),scopus,0,0,0,,h5-index,excluded,excluded
3625,2024,an efficient explainable artificial intelligence (xai)-based framework for a robust and explainable ids,nugraha b.; jnanashree a.v.; bauschert t.,cyber security in networking conference (csnet),scopus,0,12,0,,h5-index,excluded,excluded
3632,2024,enhancing machine learning models for attack detection using smote,kapil d.; mehra n.; mittal v.; gupta a.,international conference on integrated intelligence and communication systems (iciics),scopus,0,1,0,,h5-index,excluded,excluded
3638,2024,resource-aware adaptive federated learning for enhanced ddos detection in vehicular ad hoc networks,nakayiza h.l.; chijioke ahakonye l.a.; kim d.-s.; lee j.m.,international conference on ict convergence,scopus,0,,0,-,quartile,excluded,excluded
3640,2024,network intrusion detection system using optuna,parekh n.; sen a.; rajasekaran p.; jayaseeli j.d.d.; robert p.,international conference on iot based control networks and intelligent systems (icicnis),scopus,0,0,0,,h5-index,excluded,excluded
3641,2024,optimized echo state network-based deep learning model for intrusion detection in wireless communication,anchitaalagammai j.v.; kavitha s.; murali s.; monica s.d.s.; harinidevi m.,global conference on communications and information technologies (gccit),scopus,0,0,0,,h5-index,excluded,excluded
3650,2024,enhancing ids through decentralization: a study on federated learning and blockchain integration,mane t.; phansalkar s.; virwani r.; bhattacharya s.; jiwani a.,ieee international conference on blockchain and distributed systems security (icbds),scopus,0,6,0,,h5-index,excluded,excluded
3653,2024,distributed machine learning based intrusion detection system for smart grid,wöhnert k.h.,"lecture notes in informatics (lni), proceedings - series of the gesellschaft fur informatik (gi)",scopus,0,,0,-,quartile,excluded,excluded
3656,2024,network intrusion detection system for smart environments with high performing novel feature selection approach,walling s.; lodh s.,global conference on communications and information technologies (gccit),scopus,0,0,0,,h5-index,excluded,excluded
3660,2024,lightweight machine learning-based ids for iot environments,alomari z.; li z.; makanju a.,cyber security in networking conference (csnet),scopus,0,12,0,,h5-index,excluded,excluded
3662,2024,federated learning-based secure data dissemination framework for iiot systems underlying 5g,parekh m.; jadav n.k.; pathak l.; tanwar s.; yamsani n.,ieee international conference on blockchain and distributed systems security (icbds),scopus,0,6,0,,h5-index,excluded,excluded
3669,2024,ai-enhanced intrusion detection systems for strengthening critical infrastructure security,gujar s.s.,global conference on communications and information technologies (gccit),scopus,2,0,2,,h5-index,excluded,excluded
3671,2024,analyzing ai approaches for enhancing intrusion detection systems,kalaivani a.; pugazendi r.,international conference on iot based control networks and intelligent systems (icicnis),scopus,0,0,0,,h5-index,excluded,excluded
3673,2024,cross ml for io(h)t network traffic classification: a new approach towards standardization,shombot e.s.; dusserre g.; bestak r.; ahmed n.b.,cyber security in networking conference (csnet),scopus,0,12,0,,h5-index,excluded,excluded
3679,2024,using artificial intelligence to defend internet of things for smart city networks,nunn a.; prasad p.w.c.,lecture notes in electrical engineering,scopus,0,,0,Q4,quartile,excluded,excluded
3688,2024,performance analysis of ensemble feature selection based network intrusion detection system using ensemble machine learning,upadhyay l.; tripathi m.; grover j.,international conference on emerging trends in networks and computer communications (etncc),scopus,0,0,0,,h5-index,excluded,excluded
3689,2024,enhancing industrial-iot cybersecurity through generative models and convolutional neural networks,hassini k.; lazaar m.,lecture notes in networks and systems,scopus,1,,1,Q4,quartile,excluded,excluded
3692,2024,network security attack detection using machine learning algorithms,kumar a.; guleria k.,international conference on sustainable expert systems (icses),scopus,0,6,0,,h5-index,excluded,excluded
3694,2024,host-based intrusion detection systems for resource constrained environments: a review,goddard m.; elgamal e.; prasad p.w.c.,lecture notes in electrical engineering,scopus,0,,0,Q4,quartile,excluded,excluded
3696,2024,multi-tier intrusion detection system for underwater iot wireless sensor networks using hybrid machine learning and reinforcement learning approaches,samson s.a.; nagarajan m.,international conference on self sustainable artificial intelligence systems (icssas),scopus,0,10,0,,h5-index,excluded,excluded
3700,2024,detection and prevention of cyber threats in smart cities using machine learning and intrusion detection systems,rangani h.; chandrashekar k.,international conference on self sustainable artificial intelligence systems (icssas),scopus,1,10,1,,h5-index,excluded,excluded
3703,2024,blockchain-enabled defence strategy for attacks prevention and detection in iot ecosystem,maurya v.; rishiwal v.; jat d.s.; yadav p.; yadav m.; jain a.; chaurasia b.k.,international conference on emerging trends in networks and computer communications (etncc),scopus,0,0,0,,h5-index,excluded,excluded
3711,2024,"an in-depth exploration of anomaly detection, classification, and localization with deep learning: a comprehensive overview",singh k.u.; kumar a.; kumar g.; singh t.; choudhury t.; kotecha k.,lecture notes in electrical engineering,scopus,0,,0,Q4,quartile,excluded,excluded
3712,2024,enhancing security and reliability in distributed systems: a hybrid approach integrating snort rules and machine learning for anomaly detection,murgai v.; stimpson r.; mantha r.s.,proceedings of the ieee symposium on reliable distributed systems,scopus,0,,0,-,quartile,excluded,excluded
3715,2024,using applied machine learning to detect cyber-security threats in industrial iot devices,hosseinzadeh a.; shahin m.; chen f.f.; maghanaki m.; tseng t.-l.; rashidifar r.,lecture notes in mechanical engineering,scopus,0,,0,Q4,quartile,excluded,excluded
3718,2024,radar: model quality assessment for reputation-aware collaborative federated learning,lavaur l.; lechevalier p.-m.; busnel y.; ludinard r.; pahl m.-o.; texier g.,proceedings of the ieee symposium on reliable distributed systems,scopus,2,,2,-,quartile,excluded,excluded
3721,2024,optimization model for machine learning based intrusion detection system (oml-ids) in mobile-edge computing,kiruthiga r.; jeyalaksshmi s.; vanitha v.; khan a.a.; pal s.; kumar r.,international conference on emerging trends in networks and computer communications (etncc),scopus,0,0,0,,h5-index,excluded,excluded
3728,2024,prior-enhanced semi-supervised federated learning for iot intrusion detection: a game theory and comparative learning-based approach,ma l.; he j.-c.; lu k.; wang d.; yin l.; li z.-k.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3729,2024,applying a machine learning framework to improve the efficacy of network intrusion detection systems,abdullah; kumar a.; jabbar k.a.; oudah m.y.; khan a.a.; verma r.,international conference on emerging trends in networks and computer communications (etncc),scopus,0,0,0,,h5-index,excluded,excluded
3734,2024,a unique imbalanced network traffic-based algorithm related to deep learning and machine learning techniques,tamilkodi r.; sri ram chandra p.; balasankar v.; suseela d.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3736,2024,exploring security and data privacy issues in industrial internet of things (iiot)—a review,sohoni a.; prasad p.w.c.,lecture notes in electrical engineering,scopus,0,,0,Q4,quartile,excluded,excluded
3738,2024,early detection of botnets using artificial intelligence methods,zelichenok i.; zhernova k.; chechulin a.; vitkova l.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3741,2024,toward the use of machine learning and ensemble learning algorithms for ids in the iot domain,hafid b.; ezzouhairi a.; haddouch k.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3742,2024,an enhanced real-time intrusion detection framework using federated transfer learning in large-scale iot networks,harahsheh k.; alzaqebah m.; chen c.-h.,international journal of advanced computer science and applications,scopus,0,,0,Q3,quartile,excluded,excluded
3749,2024,detection of arp spoofing with optimized false alarm using deep learning based absolute thresholding,dharani m.; nivedhidha m.; sangeetha a.; saravanan v.; ramkumar m.p.; emil selvan g.s.r.,international conference on sustainable expert systems (icses),scopus,0,6,0,,h5-index,excluded,excluded
3753,2024,machine learning-based framework for cybersecurity of robotic system,verma n.; kumar n.; salotra h.,lecture notes in electrical engineering,scopus,0,,0,Q4,quartile,excluded,excluded
3755,2024,scalable deep learning for industry 4.0: speedup with distributed deep learning and environmental sustainability considerations,lerat j.-s.; mahmoudi s.a.,lecture notes in networks and systems,scopus,2,,2,Q4,quartile,excluded,excluded
3759,2024,shallow vs. deep learning: prioritizing efficiency in next generation networks,teixeira r.; almeida l.; rodrigues p.; antunes m.; gomes d.; aguiar r.l.,international conference on future internet of things and cloud (ficloud),scopus,0,14,0,,h5-index,excluded,excluded
3763,2024,machine learning for intrusion detection systems: a systematic literature review,stewart d.; kolajo t.; daramola o.,lecture notes in networks and systems,scopus,1,,1,Q4,quartile,excluded,excluded
3764,2024,intrusion detection system using a hybrid of svm and rfe,madhavi s.; jyothi v.e.; chilukuri l.s.y.; yadav n.p.; bhavya sri j.; bhargavi k.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3766,2024,intrusion detection system utilizing machine learning classifier algorithms and linear discriminative analysis,madhavi s.; gowthami b.; gopi g.; pushpini g.; vidhya b.s.; jyothi v.e.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
3767,2024,an efficient federated learning framework for iot intrusion detection,chen y.; fang f.; wang b.; zhang l.,ieee vehicular technology conference,scopus,0,,0,-,quartile,excluded,excluded
3772,2024,cmshark: a netflow and machine-learning based crypto-jacking intrusion-detection method,danesh h.; karimi m.b.; arasteh b.,intelligent decision technologies,scopus,1,,1,Q3,quartile,excluded,excluded
3774,2024,multiple classification algorithm based on ensemble learning for intrusion detection,liu f.; yue j.; hu z.; du r.,wireless networks,scopus,0,,0,Q2,quartile,excluded,excluded
3779,2024,ensemble machine learning approach for identifying real-time threats in security operations center,femi-oyewole f.; osamor v.; okunbor d.,iaeng international journal of computer science,scopus,1,,1,Q3,quartile,excluded,excluded
3780,2024,advancing cybersecurity and privacy with artificial intelligence: current trends and future research directions,achuthan k.; ramanathan s.; srinivas s.; raman r.,frontiers in big data,scopus,12,,12,Q2,quartile,excluded,excluded
3783,2024,zero-day attack detection in digital substations using in-context learning,manzoor f.; khattar v.; liu c.-c.; jin m.,"ieee international conference on communications, control, and computing technologies for smart grids (smartgridcomm)",scopus,2,0,2,,h5-index,excluded,excluded
3784,2024,krf-ad: innovating anomaly detection with kde-kl and random forest fusion,aarthi g.; priya s.s.; banu w.a.,intelligent decision technologies,scopus,0,,0,Q3,quartile,excluded,excluded
3786,2024,an isolation forest - based approach for brute force attack detection,mykhaylova o.; shtypka a.; fedynyshyn t.,ceur workshop proceedings,scopus,0,,0,-,quartile,excluded,excluded
3788,2024,applications and challenges of machine learning (ml) in cyber security,mitra p.; umamaheswari b.; kumawat v.; singh n.k.,lecture notes in networks and systems,scopus,0,,0,Q4,quartile,excluded,excluded
